web-scraper-order,web-scraper-start-url,price,bedrooms,bathrooms,area,address,zip-code,colony,city,state,country,Latitud,Longitud
1689263605-173,https://propiedades.com/guadalajara/casas-venta?pagina=143,2000000,10,10,1000,Calzada de las Palmas #99,44790,La Aurora,Guadalajara,Jalisco,México,20.6584706,-103.3532258
1689263605-174,https://propiedades.com/guadalajara/casas-venta?pagina=143,1500000,6,2,120,Milano #1137,44910,Morelos,Guadalajara,Jalisco,México,20.6515797,-103.3606521
1689263605-175,https://propiedades.com/guadalajara/casas-venta?pagina=143,1500000,3,1,126,Capernaum #3900,44720,Bethel,Guadalajara,Jalisco,México,20.693139,-103.2743343
1689263605-176,https://propiedades.com/guadalajara/casas-venta?pagina=143,3500000,3,3,410,San Pablo #2167,44719,Talpita Poniente,Guadalajara,Jalisco,México,20.6850899,-103.3045261
1689263605-177,https://propiedades.com/guadalajara/casas-venta?pagina=143,2000000,10,10,1000,Calzada de las Palmas #99,44790,La Aurora,Guadalajara,Jalisco,México,20.6584706,-103.3532258
1689263605-178,https://propiedades.com/guadalajara/casas-venta?pagina=143,100000,4,3,140,ISLA USTICA 3199 #10,44987,Villa Vicente Guerrero,Guadalajara,Jalisco,México,20.6317664,-103.3962657
1689263605-179,https://propiedades.com/guadalajara/casas-venta?pagina=143,3060000,4,2,228,Puerto del Carmen #2210,44330,San Vicente,Guadalajara,Jalisco,México,20.7021278,-103.3146175
1689263605-180,https://propiedades.com/guadalajara/casas-venta?pagina=143,2000000,10,10,1000,Calzada de las Palmas #99,44790,La Aurora,Guadalajara,Jalisco,México,20.6584706,-103.3532258
1689263605-181,https://propiedades.com/guadalajara/casas-venta?pagina=143,3060000,4,2,228,Puerto del Carmen #2210,44330,San Vicente,Guadalajara,Jalisco,México,20.7021278,-103.3146175
1689263605-182,https://propiedades.com/guadalajara/casas-venta?pagina=143,7200000,3,3,255,Lerdo de Tejada #2430,44130,Arcos Vallarta,Guadalajara,Jalisco,México,20.7021278,-103.3146175
1689263605-183,https://propiedades.com/guadalajara/casas-venta?pagina=143,2600000,4,1,284,HACIENDA SANTA INES #2971,44727,Tetlán Rio Verde,Guadalajara,Jalisco,México,20.7021278,-103.3146175
1689263612-212,https://propiedades.com/guadalajara/casas-venta?pagina=142,11000000,16,null,500,ONTARIO #1373,44630,Providencia 2a Secc,Guadalajara,Jalisco,México,20.6966647,103.381135
1689263612-213,https://propiedades.com/guadalajara/casas-venta?pagina=142,3220000,4,null,399,CALZADA JUAN PABLO II #3140,44727,Tetlán Rio Verde,Guadalajara,Jalisco,México,20.7010504,-103.2896783
1689263612-214,https://propiedades.com/guadalajara/casas-venta?pagina=142,25000000,6,null,642,Av Pablo Neruda #2572,44630,Providencia 2a Secc,Guadalajara,Jalisco,México,20.6979368,-103.38204
1689263621-231,https://propiedades.com/guadalajara/casas-venta?pagina=141,750000,2,2,110,JOAQUIN MUCEL #335,44250,Lomas del Paraíso 2a. Sección,Guadalajara,Jalisco,México,20.7273629,-103.3229426
1689263629-252,https://propiedades.com/guadalajara/casas-venta?pagina=140,2800000,3,3,180,Lomas de Independencia #WHI275684,44240,Lomas de Independencia,Guadalajara,Jalisco,México,20.70203,-103.3351301
1689263629-253,https://propiedades.com/guadalajara/casas-venta?pagina=140,2280000,3,1,1,Independencia #WHI275823,44290,Independencia,Guadalajara,Jalisco,México,20.7049877,-103.3978966
1689263629-254,https://propiedades.com/guadalajara/casas-venta?pagina=140,3540000,4,3,295,Huentitan El Alto #WHI287966,44390,Huentitán El Alto,Guadalajara,Jalisco,México,20.7180834,-103.3115922
1689263637-282,https://propiedades.com/guadalajara/casas-venta?pagina=139,3700000,3,2,259,Piñón ##2326,44530,Comercial Abastos,Guadalajara,Jalisco,México,20.6533751,-103.3778507
1689263668-361,https://propiedades.com/guadalajara/casas-venta?pagina=135,3890000,3,2,130,AVENIDA CHAPULTEPEC #480,44160,Americana,Guadalajara,Jalisco,México,20.6677624,-103.3714519
1689263668-363,https://propiedades.com/guadalajara/casas-venta?pagina=135,29000000,7,2,885,Av Vallarta #1168,44160,Americana,Guadalajara,Jalisco,México,20.6749214,-103.3651319
1689263668-364,https://propiedades.com/guadalajara/casas-venta?pagina=135,6000000,3,4,300,Casa de prueba #22,44630,Providencia 2a Secc,Guadalajara,Jalisco,México,20.6941597,-103.381813
1689263676-386,https://propiedades.com/guadalajara/casas-venta?pagina=134,10800000,8,8,300,Justo Sierra #1854,44160,Americana,Guadalajara,Jalisco,México,20.6779322,-103.3689074
1689263676-387,https://propiedades.com/guadalajara/casas-venta?pagina=134,2390000,3,2,125,GIGANTES #3036,44810,San Andrés,Guadalajara,Jalisco,México,20.6630607,-103.3046898
1689263676-388,https://propiedades.com/guadalajara/casas-venta?pagina=134,2190000,4,2,140,BELISARIO DOMINGUEZ #3007,44300,Jardines de Santa Isabel,Guadalajara,Jalisco,México,20.7127718,-103.3079667
1689263676-389,https://propiedades.com/guadalajara/casas-venta?pagina=134,1850000,3,1,93,REFORMA #1385,44600,Santa Teresita,Guadalajara,Jalisco,México,20.680153,-103.3678329
1689263676-390,https://propiedades.com/guadalajara/casas-venta?pagina=134,1450000,3,2,120,Isla deseada #2432,44650,Rojas Ladrón de Guevara,Guadalajara,Jalisco,México,20.6342376,-103.3932219
1689263676-391,https://propiedades.com/guadalajara/casas-venta?pagina=134,4500000,12,7,500,Manuel Doblado #420,44360,La Perla,Guadalajara,Jalisco,México,20.6780686,-103.3319975
1689263676-393,https://propiedades.com/guadalajara/casas-venta?pagina=134,1150000,3,2,120,Antonio Rojas #2316,44810,San Andrés,Guadalajara,Jalisco,México,20.6589441,-103.310222
1689263676-394,https://propiedades.com/guadalajara/casas-venta?pagina=134,4800000,3,null,218,Av Mariano Otero #437,44150,Barrera,Guadalajara,Jalisco,México,20.6654614,-103.3737196
1689263676-395,https://propiedades.com/guadalajara/casas-venta?pagina=134,5595000,3,3,274,La Morena #123,44500,Residencial Chapalita,Guadalajara,Jalisco,México,20.6600356,-103.402712
1689263676-396,https://propiedades.com/guadalajara/casas-venta?pagina=134,1800000,5,2,160,Puerto Mulege #657,44330,Circunvalación Belisario,Guadalajara,Jalisco,México,20.6950763,-103.3217921
1689263676-397,https://propiedades.com/guadalajara/casas-venta?pagina=134,3500000,3,3,117,Alemania #1127,44190,Moderna,Guadalajara,Jalisco,México,20.6617915,-103.3560807
1689263676-398,https://propiedades.com/guadalajara/casas-venta?pagina=134,1487000,3,1,116,Jesús Carillo #428,44820,Tetlán II,Guadalajara,Jalisco,México,20.6533926,-103.2817402
1689263676-399,https://propiedades.com/guadalajara/casas-venta?pagina=134,5950000,4,2,250,ALFREDO R. PLASCENCIA #413,44600,Santa Teresita,Guadalajara,Jalisco,México,20.6840746,-103.3745453
1689263676-400,https://propiedades.com/guadalajara/casas-venta?pagina=134,4800000,3,null,218,Av Mariano Otero #437,44150,Barrera,Guadalajara,Jalisco,México,20.6654614,-103.3711447
1689263676-401,https://propiedades.com/guadalajara/casas-venta?pagina=134,1500000,6,2,182,San gabriel #2998,44300,Esperanza,Guadalajara,Jalisco,México,20.6696973,-103.391995
1689263676-402,https://propiedades.com/guadalajara/casas-venta?pagina=134,2000000,8,4,290,Nicolas Bravo #619,44469,Barragán y Hernández,Guadalajara,Jalisco,México,20.6675052,-103.4537806
1689263676-403,https://propiedades.com/guadalajara/casas-venta?pagina=134,980000,3,1,134,Jose Clemente Orozco #25,44700,Oblatos,Guadalajara,Jalisco,México,20.6874466,-103.363893
1689263676-404,https://propiedades.com/guadalajara/casas-venta?pagina=134,3450000,5,3,242,GIGANTES #692,44430,Olímpica,Guadalajara,Jalisco,México,20.580107,-103.2480747
1689263676-405,https://propiedades.com/guadalajara/casas-venta?pagina=134,1980000,4,2,239,ABASOLO #131,44890,Jardines Del Rosario,Guadalajara,Jalisco,México,20.645727,-103.2643842
1689263676-406,https://propiedades.com/guadalajara/casas-venta?pagina=134,6850000,3,2,320,Otranto #3197,44630,Providencia 2a Secc,Guadalajara,Jalisco,México,20.6937138,-103.3944086
1689263676-407,https://propiedades.com/guadalajara/casas-venta?pagina=134,460000,1,1,45,lusitania #3088,44240,Rancho Nuevo 1ra. Sección,Guadalajara,Jalisco,México,20.724503,-103.3397773
1689263676-408,https://propiedades.com/guadalajara/casas-venta?pagina=134,1250000,2,1,104,Diodoro Corella #3256,44720,San José Río Verde 2a. Sección,Guadalajara,Jalisco,México,20.6991584,-103.2933878
1689263683-414,https://propiedades.com/guadalajara/casas-venta?pagina=133,3190000,4,2,157,Calle Valentín Gómez Farías #2320,44170,San Antonio,Guadalajara,Jalisco,México,20.6616461,-103.3095296
1689263683-415,https://propiedades.com/guadalajara/casas-venta?pagina=133,1450000,2,1,89,TERPSICORE #2630,44240,Lomas de Independencia,Guadalajara,Jalisco,México,20.7157082,-103.3289758
1689263683-416,https://propiedades.com/guadalajara/casas-venta?pagina=133,5595000,3,3,274,La Morena #123,44500,Residencial Chapalita,Guadalajara,Jalisco,México,20.6600356,-103.402712
1689263683-417,https://propiedades.com/guadalajara/casas-venta?pagina=133,17500000,10,3,800,Placeres #624,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México,20.6678882,-103.3907937
1689263683-418,https://propiedades.com/guadalajara/casas-venta?pagina=133,1980000,4,2,239,ABASOLO #131,44890,Jardines Del Rosario,Guadalajara,Jalisco,México,20.645727,-103.2643842
1689263683-419,https://propiedades.com/guadalajara/casas-venta?pagina=133,4800000,3,null,218,Av Mariano Otero #437,44150,Barrera,Guadalajara,Jalisco,México,20.6654614,-103.3737196
1689263683-420,https://propiedades.com/guadalajara/casas-venta?pagina=133,17500000,10,3,800,Placeres #624,44520,Jardines del Bosque Norte,Guadalajara,Jalisco,México,20.6678882,-103.3907937
1689263683-421,https://propiedades.com/guadalajara/casas-venta?pagina=133,10850000,4,4,450,Mar Célebes #1814,44610,Country Club,Guadalajara,Jalisco,México,20.6989691,-103.3732622
1689263683-422,https://propiedades.com/guadalajara/casas-venta?pagina=133,2300000,5,null,174,Salome Piña #495,44990,Miravalle,Guadalajara,Jalisco,México,20.6109622,-103.3508273
1689263683-423,https://propiedades.com/guadalajara/casas-venta?pagina=133,4180000,5,2,200,Mar Rojo #1194,44266,Observatorio,Guadalajara,Jalisco,México,20.6975575,-103.3539543
1689263683-424,https://propiedades.com/guadalajara/casas-venta?pagina=133,19000000,1,1,5,GARIBALDI #531,44100,Guadalajara Centro,Guadalajara,Jalisco,México,20.6807787,-103.3535651
1689263683-425,https://propiedades.com/guadalajara/casas-venta?pagina=133,5700000,4,3,158,MESONES #2115,44210,Jardines del Country,Guadalajara,Jalisco,México,20.7078162,-103.3651651
1689263683-426,https://propiedades.com/guadalajara/casas-venta?pagina=133,3800000,4,2,254,BELISARIO DOMINGUEZ #2053,44320,Belisario Domínguez,Guadalajara,Jalisco,México,20.7024603,-103.3203149
1689263683-427,https://propiedades.com/guadalajara/casas-venta?pagina=133,4650000,3,2,250,Francisco zarco #2436,44600,Ladrón de Guevara,Guadalajara,Jalisco,México,20.6870762,-103.3809092
1689263683-428,https://propiedades.com/guadalajara/casas-venta?pagina=133,8500000,3,2,366,Av. Union #575,44190,Moderna,Guadalajara,Jalisco,México,20.6663304,-103.3754654
1689263683-429,https://propiedades.com/guadalajara/casas-venta?pagina=133,980000,3,1,134,Jose Clemente Orozco #25,44700,Oblatos,Guadalajara,Jalisco,México,20.6748291,-103.3369137
1689263683-430,https://propiedades.com/guadalajara/casas-venta?pagina=133,2220000,3,2,110,Linares #2409,44230,Santa Elena Estadio,Guadalajara,Jalisco,México,20.7101509,-103.3383715
1689263683-431,https://propiedades.com/guadalajara/casas-venta?pagina=133,4650000,3,2,250,Francisco zarco #2436,44600,Ladrón de Guevara,Guadalajara,Jalisco,México,20.6870762,-103.3809092
1689263683-432,https://propiedades.com/guadalajara/casas-venta?pagina=133,3200000,4,3,229,Gregorio Barriera #2821,44970,Echeverría 3a. Sección,Guadalajara,Jalisco,México,,
1689263690-451,https://propiedades.com/guadalajara/casas-venta?pagina=132,3780000,4,2,137,Isla antigua #2927,44950,Residencial La Cruz,Guadalajara,Jalisco,México,20.6415517,-103.3851018
1689263698-464,https://propiedades.com/guadalajara/casas-venta?pagina=131,4300000,2,2,120,Manuel M. Dieguez #B,44600,Villaseñor,Guadalajara,Jalisco,México,,
1689263698-479,https://propiedades.com/guadalajara/casas-venta?pagina=131,4300000,2,2,120,Manuel M. Dieguez #B,44600,Villaseñor,Guadalajara,Jalisco,México,,
1689263729-553,https://propiedades.com/guadalajara/casas-venta?pagina=127,2950000,3,3,134,Jose Antonio Villaseñor Sanchez #3922,44766,Los Arrayanes,Guadalajara,Jalisco,México,20.6777376,-103.280667
1689263737-577,https://propiedades.com/guadalajara/casas-venta?pagina=126,750000,1,1,50,NIÑOS HEROES #1667 A,44190,Moderna,Guadalajara,Jalisco,México,20.6666818,-103.3648793
1689263737-578,https://propiedades.com/guadalajara/casas-venta?pagina=126,2150000,3,3,280,MONTE HIMALAYA #1453,44350,Postes Cuates (Federalismo),Guadalajara,Jalisco,México,20.6918491,-103.3193864
1689263737-579,https://propiedades.com/guadalajara/casas-venta?pagina=126,1150000,3,2,120,HISTORIADORES #3728,44820,Jardines de los Historiadores,Guadalajara,Jalisco,México,20.6467474,103.2843744
1689263737-580,https://propiedades.com/guadalajara/casas-venta?pagina=126,765000,2,2,120,RIO BRAVO #1271,44430,Quinta Velarde,Guadalajara,Jalisco,México,20.6568482,-103.335264
1689263737-581,https://propiedades.com/guadalajara/casas-venta?pagina=126,1300000,3,1,156,CIRCUNVALACION OBLATOS #1921,44710,San Martín Anexo,Guadalajara,Jalisco,México,20.6910826,-103.3091712
1689263737-582,https://propiedades.com/guadalajara/casas-venta?pagina=126,1380000,3,1,192,SAN INOCENCIO #2143,44700,Santa Rosa,Guadalajara,Jalisco,México,20.6973064,-103.3069969
1689263737-583,https://propiedades.com/guadalajara/casas-venta?pagina=126,1750000,3,1,271,Benigno López #47,44977,Valentín Gómez Farias,Guadalajara,Jalisco,México,20.6164693,-103.3645381
1689263737-584,https://propiedades.com/guadalajara/casas-venta?pagina=126,900000,3,1,130,POTRERO DEL LLANO #1472,44960,18 de marzo,Guadalajara,Jalisco,México,20.6348132,-103.3740175
1689263737-585,https://propiedades.com/guadalajara/casas-venta?pagina=126,1220000,3,1,151,SANTO TOMAS #1976,44719,Ampliación Talpita,Guadalajara,Jalisco,México,20.6825341,-103.3092098
1689263737-586,https://propiedades.com/guadalajara/casas-venta?pagina=126,6500000,6,5,318,Guadalupe Montenegro #1901,44150,Lafayette,Guadalajara,Jalisco,México,20.6691881,-103.3665468
1689263737-587,https://propiedades.com/guadalajara/casas-venta?pagina=126,7000000,3,2,150,EFRAIN GONZALEZ LUNA #2335,44350,Santa María,Guadalajara,Jalisco,México,20.6693402,-103.3784349
1689263737-588,https://propiedades.com/guadalajara/casas-venta?pagina=126,2390000,4,2,270,Rafael Lozada #3595,44960,Polanco Oriente,Guadalajara,Jalisco,México,20.6177299,-103.3730174
1689263737-589,https://propiedades.com/guadalajara/casas-venta?pagina=126,3477000,3,2,160,Fray Antonio de Segovia #542,44410,Medrano,Guadalajara,Jalisco,México,20.6552688,-103.3210171
1689263737-590,https://propiedades.com/guadalajara/casas-venta?pagina=126,2849000,4,3,250,Justo corro #1904,44840,Lomas Del Paradero,Guadalajara,Jalisco,México,20.6527353,-103.3209399
